,parcelid,logerror,transactiondate,class
36255,12392672,-0.0367,2016-05-18,lowerror
36256,17248292,-0.0222,2016-05-18,lowerror
36257,11608392,0.0516,2016-05-18,lowerror
36258,12864669,-0.0274,2016-05-18,lowerror
36259,13034346,0.0305,2016-05-18,lowerror
36260,12864381,-0.0202,2016-05-18,lowerror
36261,11042447,0.0247,2016-05-18,lowerror
36262,10853235,-0.0502,2016-05-18,lowerror
36263,17220249,-0.0492,2016-05-18,lowerror
36264,10788149,0.0411,2016-05-18,lowerror
36265,11168970,0.0266,2016-05-18,lowerror
36266,11972099,-0.0566,2016-05-18,lowerror
36267,12860078,-0.0121,2016-05-18,lowerror
36268,13095713,0.0169,2016-05-18,lowerror
36269,11511859,-0.0336,2016-05-18,lowerror
36270,11512422,-0.0661,2016-05-18,lowerror
36271,10806161,0.0325,2016-05-18,lowerror
36272,13062676,-0.0305,2016-05-18,lowerror
36273,11169686,0.0344,2016-05-18,lowerror
36274,12859937,-0.005,2016-05-18,lowerror
36275,11779737,-0.0294,2016-05-18,lowerror
36276,13872512,0.0296,2016-05-18,lowerror
36277,12257413,0.0363,2016-05-18,lowerror
36278,12302152,-0.0325,2016-05-18,lowerror
36279,11734926,0.0564,2016-05-18,lowerror
36280,12174254,-0.0222,2016-05-18,lowerror
36281,12182357,-0.0555,2016-05-18,lowerror
36282,14620890,0.0198,2016-05-18,lowerror
36283,14215056,-0.044000000000000004,2016-05-18,lowerror
36284,12850375,-0.0812,2016-05-18,higherror
36285,12303217,0.0373,2016-05-18,lowerror
36286,12394417,-0.0356,2016-05-18,lowerror
36287,14181387,0.0276,2016-05-18,lowerror
36288,13034711,0.0178,2016-05-18,lowerror
36289,12022821,-0.7154,2016-05-18,higherror
36290,14427795,0.0825,2016-05-18,higherror
36291,10784762,0.0478,2016-05-18,lowerror
36292,11174472,-0.1404,2016-05-18,higherror
36293,13872270,0.0266,2016-05-18,lowerror
36294,13880081,-0.006,2016-05-18,lowerror
36295,17244026,-0.008,2016-05-18,lowerror
36296,11968652,0.0862,2016-05-18,higherror
36297,11146360,0.0109,2016-05-18,lowerror
36298,11736143,-0.1543,2016-05-18,higherror
36299,12275703,0.0478,2016-05-18,lowerror
36300,12797904,0.006,2016-05-18,lowerror
36301,11490582,-0.0801,2016-05-18,higherror
36302,11087803,0.002,2016-05-18,lowerror
36303,14700784,0.001,2016-05-18,lowerror
36304,13025504,0.0373,2016-05-18,lowerror
36305,14502057,0.009000000000000001,2016-05-18,lowerror
36306,12322244,0.003,2016-05-18,lowerror
36307,11638553,-0.0356,2016-05-18,lowerror
36308,14126170,0.1196,2016-05-18,higherror
36309,10984373,-0.0151,2016-05-18,lowerror
36310,11098709,0.0276,2016-05-18,lowerror
36311,11983070,-0.004,2016-05-18,lowerror
36312,10769821,0.0149,2016-05-18,lowerror
36313,17212956,0.001,2016-05-18,lowerror
36314,12601432,-0.1997,2016-05-18,higherror
36315,12192533,0.0129,2016-05-18,lowerror
36316,10793211,0.0159,2016-05-18,lowerror
36317,12438088,0.0334,2016-05-18,lowerror
36318,11076372,-0.006999999999999999,2016-05-18,lowerror
36319,17256178,-0.0481,2016-05-18,lowerror
36320,11149273,0.0971,2016-05-18,higherror
36321,11065084,-0.1485,2016-05-18,higherror
36322,17241061,0.002,2016-05-18,lowerror
36323,12792290,0.2021,2016-05-18,higherror
36324,17275734,0.0129,2016-05-18,lowerror
36325,17083319,0.6981,2016-05-18,higherror
36326,11617978,0.1354,2016-05-18,higherror
36327,11596461,-0.0758,2016-05-18,higherror
36328,11489462,-0.0367,2016-05-18,lowerror
36329,12154505,-0.1708,2016-05-18,higherror
36330,12905162,0.0459,2016-05-18,lowerror
36331,11528918,-0.045,2016-05-18,lowerror
36332,11198794,-0.1009,2016-05-18,higherror
36333,11106196,0.0971,2016-05-18,higherror
36334,13087640,-0.1054,2016-05-18,higherror
36335,12560936,-0.1997,2016-05-18,higherror
36336,11952505,-0.1948,2016-05-18,higherror
36337,11058353,-0.0921,2016-05-18,higherror
36338,17211875,0.1231,2016-05-18,higherror
36339,14753031,0.0227,2016-05-18,lowerror
36340,14715915,0.0926,2016-05-18,higherror
36341,17213421,-0.0294,2016-05-18,lowerror
36342,10851016,-0.0161,2016-05-18,lowerror
36343,12953845,0.1213,2016-05-18,higherror
36344,11795451,-0.001,2016-05-18,lowerror
36345,14169444,-0.0111,2016-05-18,lowerror
36346,11077848,0.0119,2016-05-18,lowerror
36347,11961553,0.1053,2016-05-18,higherror
36348,17272851,-0.0294,2016-05-18,lowerror
36349,10799859,-0.0694,2016-05-18,higherror
36350,10774307,0.0237,2016-05-18,lowerror
36351,12957512,0.2327,2016-05-18,higherror
36352,12163829,0.0305,2016-05-18,lowerror
36353,13090598,-0.0131,2016-05-18,lowerror
36354,11606277,-0.0481,2016-05-18,lowerror
36355,12889046,0.138,2016-05-18,higherror
36356,17265193,0.0296,2016-05-18,lowerror
36357,14747784,0.0889,2016-05-18,higherror
36358,11086540,0.0325,2016-05-18,lowerror
36359,11819769,0.607,2016-05-18,higherror
36360,10776675,-0.0566,2016-05-18,lowerror
36361,17078831,0.005,2016-05-18,lowerror
36362,12384160,-0.0315,2016-05-18,lowerror
36363,10774528,0.0459,2016-05-18,lowerror
36364,14422949,0.0649,2016-05-18,lowerror
36365,13901982,0.0305,2016-05-18,lowerror
36366,13860401,0.0325,2016-05-18,lowerror
36367,14685621,0.004,2016-05-18,lowerror
36368,17235321,0.003,2016-05-18,lowerror
36369,13042096,-0.0305,2016-05-18,lowerror
36370,17264780,0.0218,2016-05-18,lowerror
36371,11076457,-0.009000000000000001,2016-05-18,lowerror
36372,13903304,0.0305,2016-05-18,lowerror
36373,10831829,0.045,2016-05-18,lowerror
36374,14606046,-0.0294,2016-05-18,lowerror
36375,14507072,0.0469,2016-05-18,lowerror
36376,12047546,0.0497,2016-05-18,lowerror
36377,14714235,-0.0121,2016-05-18,lowerror
36378,12435741,0.0516,2016-05-18,lowerror
36379,12295932,-0.0513,2016-05-18,lowerror
36380,12263743,0.0159,2016-05-18,lowerror
36381,10839447,-0.002,2016-05-18,lowerror
36382,12377573,-0.0233,2016-05-18,lowerror
36383,17141371,0.0363,2016-05-18,lowerror
36384,12979549,-0.0587,2016-05-18,lowerror
36385,14409623,0.009000000000000001,2016-05-18,lowerror
36386,13845152,0.2654,2016-05-18,higherror
36387,14664051,0.0159,2016-05-18,lowerror
36388,14459045,-0.0151,2016-05-18,lowerror
36389,14043883,0.0178,2016-05-18,lowerror
36390,11305662,-0.0315,2016-05-18,lowerror
36391,12138032,0.0411,2016-05-18,lowerror
36392,11276554,-0.002,2016-05-18,lowerror
36393,12558238,0.0344,2016-05-18,lowerror
36394,12097155,-0.4526,2016-05-18,higherror
36395,12693168,0.0411,2016-05-18,lowerror
36396,12517935,0.0159,2016-05-18,lowerror
36397,12089735,-0.0619,2016-05-18,lowerror
36398,17197689,-0.0387,2016-05-18,lowerror
36399,14466317,-0.009000000000000001,2016-05-18,lowerror
36400,14398037,0.0257,2016-05-18,lowerror
36401,12513081,-0.008,2016-05-18,lowerror
36402,14090981,0.11599999999999999,2016-05-18,higherror
36403,17102121,-0.009000000000000001,2016-05-18,lowerror
36404,11890695,-0.0943,2016-05-18,higherror
36405,11286087,-0.11199999999999999,2016-05-18,higherror
36406,11451417,0.0488,2016-05-18,lowerror
36407,10913266,-0.0866,2016-05-18,higherror
36408,12074843,0.0853,2016-05-18,higherror
36409,12729913,-0.0121,2016-05-18,lowerror
36410,17156646,0.1151,2016-05-18,higherror
36411,14110116,0.0421,2016-05-18,lowerror
36412,12562180,-0.004,2016-05-18,lowerror
36413,12115383,-0.1684,2016-05-18,higherror
36414,10736359,0.0315,2016-05-18,lowerror
36415,14393179,-0.0598,2016-05-18,lowerror
36416,17108267,-0.0121,2016-05-18,lowerror
36417,14458141,0.0488,2016-05-18,lowerror
36418,11250566,0.0363,2016-05-18,lowerror
36419,14455920,0.0227,2016-05-18,lowerror
36420,12690775,-0.0429,2016-05-18,lowerror
36421,11424668,0.0535,2016-05-18,lowerror
36422,12718297,0.2311,2016-05-18,higherror
36423,11715506,-0.001,2016-05-18,lowerror
36424,12694748,-0.0284,2016-05-18,lowerror
36425,14028018,0.0411,2016-05-18,lowerror
36426,11922950,-0.0243,2016-05-18,lowerror
36427,17289351,-0.0192,2016-05-18,lowerror
36428,14650104,-0.0233,2016-05-18,lowerror
36429,17186218,-0.0629,2016-05-18,lowerror
36430,11691509,-0.0943,2016-05-18,higherror
36431,10735801,-0.006999999999999999,2016-05-18,lowerror
36432,12718998,0.0178,2016-05-18,lowerror
36433,12610164,-0.009000000000000001,2016-05-18,lowerror
36434,12671738,0.0296,2016-05-18,lowerror
36435,17172416,0.1544,2016-05-18,higherror
36436,14468272,0.063,2016-05-18,lowerror
36437,14347877,0.0169,2016-05-18,lowerror
36438,11452198,0.0149,2016-05-18,lowerror
36439,14061009,-0.008,2016-05-18,lowerror
36440,14647242,-0.0111,2016-05-18,lowerror
36441,11248529,0.0573,2016-05-18,lowerror
36442,12061150,0.4318,2016-05-18,higherror
36443,17193088,-0.0121,2016-05-18,lowerror
36444,11463762,0.0639,2016-05-18,lowerror
36445,11324316,0.005,2016-05-18,lowerror
36446,11925756,0.0325,2016-05-18,lowerror
36447,14389320,0.1848,2016-05-18,higherror
36448,11670361,-0.064,2016-05-18,lowerror
36449,12136964,0.1115,2016-05-18,higherror
36450,11670803,-0.1358,2016-05-18,higherror
36451,10922217,-0.1109,2016-05-18,higherror
36452,11680015,-0.0481,2016-05-18,lowerror
36453,11867099,0.0373,2016-05-18,lowerror
36454,11439225,-0.3369,2016-05-18,higherror
36455,12700532,0.0779,2016-05-18,higherror
36456,12700295,0.0751,2016-05-18,higherror
36457,12630341,0.0889,2016-05-18,higherror
36458,14455089,-0.004,2016-05-18,lowerror
36459,12533672,-0.0284,2016-05-18,lowerror
36460,17158534,0.0178,2016-05-18,lowerror
36461,11403211,0.2406,2016-05-18,higherror
36462,12701317,-0.0161,2016-05-18,lowerror
36463,14640964,0.0325,2016-05-18,lowerror
36464,14647250,0.001,2016-05-18,lowerror
36465,12703074,-0.0965,2016-05-18,higherror
36466,12096889,0.003,2016-05-18,lowerror
36467,14607079,0.001,2016-05-18,lowerror
36468,10720359,0.1328,2016-05-18,higherror
36469,10728443,-0.0715,2016-05-18,higherror
36470,11711990,0.077,2016-05-18,higherror
36471,11314952,-0.0823,2016-05-18,higherror
36472,17296798,0.1432,2016-05-18,higherror
36473,12548470,-0.0121,2016-05-18,lowerror
36474,11440546,-0.0513,2016-05-18,lowerror
36475,12100378,-0.003,2016-05-18,lowerror
36476,11696913,0.0208,2016-05-18,lowerror
36477,12589750,0.009000000000000001,2016-05-18,lowerror
36478,14670470,-0.0161,2016-05-18,lowerror
36479,11341919,-0.0212,2016-05-18,lowerror
36480,12594794,0.006999999999999999,2016-05-18,lowerror
36481,14661744,-0.0545,2016-05-18,lowerror
36482,11312437,-0.0121,2016-05-18,lowerror
36483,12721774,0.0129,2016-05-18,lowerror
36484,11323603,0.0344,2016-05-18,lowerror
36485,12631180,0.2086,2016-05-18,higherror
36486,12721790,0.0,2016-05-18,
36487,12118382,-0.006999999999999999,2016-05-18,lowerror
36488,17204872,0.0286,2016-05-18,lowerror
36489,11298192,-0.008,2016-05-18,lowerror
36490,12120809,0.0169,2016-05-18,lowerror
36491,12541054,-0.004,2016-05-18,lowerror
36492,12684837,-0.5482,2016-05-18,higherror
36493,17112532,-0.0161,2016-05-18,lowerror
36494,14644790,0.5353,2016-05-18,higherror
36495,17107260,0.0751,2016-05-18,higherror
36496,12744109,-0.0192,2016-05-18,lowerror
36497,11892185,0.0257,2016-05-18,lowerror
36498,14669582,0.006,2016-05-18,lowerror
36499,12098134,-0.0305,2016-05-18,lowerror
36500,11882254,-0.0121,2016-05-18,lowerror
36501,17099169,0.0139,2016-05-18,lowerror
36502,17286101,-0.045,2016-05-18,lowerror
36503,11651459,-0.11199999999999999,2016-05-18,higherror
36504,14024759,0.0227,2016-05-18,lowerror
36505,11231533,-0.0101,2016-05-18,lowerror
36506,11865674,-0.0683,2016-05-18,lowerror
36507,14079655,-0.1143,2016-05-18,higherror
36508,14079655,-0.1043,2016-08-12,higherror
36509,12141353,0.0266,2016-05-18,lowerror
36510,17185796,0.0247,2016-05-18,lowerror
36511,10948622,0.4562,2016-05-18,higherror
36512,12678417,0.0169,2016-05-18,lowerror
36513,14754370,0.005,2016-05-18,lowerror
36514,12139839,-0.0336,2016-05-18,lowerror
36515,17294521,-0.002,2016-05-18,lowerror
36516,17154658,0.0816,2016-05-18,higherror
36517,14453737,-0.0161,2016-05-18,lowerror
36518,13967480,-0.009000000000000001,2016-05-18,lowerror
36519,12738264,-0.0471,2016-05-18,lowerror
36520,17185103,0.0198,2016-05-18,lowerror
36521,14067178,0.1544,2016-05-18,higherror
36522,12713256,-0.0233,2016-05-18,lowerror
36523,14070164,0.0198,2016-05-18,lowerror
36524,14382680,-0.1009,2016-05-18,higherror
36525,12510811,0.062,2016-05-18,lowerror
36526,12125157,-0.008,2016-05-18,lowerror
36527,11891511,-0.2523,2016-05-18,higherror
36528,12710576,-0.078,2016-05-18,higherror
36529,14110458,-0.004,2016-05-18,lowerror
36530,14730858,-0.0161,2016-05-18,lowerror
36531,11669471,0.0611,2016-05-18,lowerror
36532,14474150,0.0,2016-05-18,
36533,12505722,0.0129,2016-05-18,lowerror
36534,13968233,-0.0243,2016-05-18,lowerror
36535,12735923,0.0109,2016-05-18,lowerror
36536,11337073,0.0296,2016-05-18,lowerror
36537,11281947,0.005,2016-05-18,lowerror
36538,17193958,0.0237,2016-05-18,lowerror
36539,11304625,0.0,2016-05-18,
36540,12092539,0.0198,2016-05-18,lowerror
36541,14657976,0.0,2016-05-18,
36542,14665450,0.006999999999999999,2016-05-18,lowerror
36543,12527950,0.0421,2016-05-18,lowerror
36544,11462473,-0.0965,2016-05-18,higherror
36545,12508279,-0.0202,2016-05-18,lowerror
36546,12744557,-0.006,2016-05-18,lowerror
36547,13967975,0.0247,2016-05-18,lowerror
36548,17281588,-0.0513,2016-05-18,lowerror
36549,12535773,-0.0356,2016-05-18,lowerror
36550,14640822,0.0354,2016-05-18,lowerror
36551,11704260,0.11599999999999999,2016-05-18,higherror
36552,11922166,0.009000000000000001,2016-05-18,lowerror
36553,14701903,-0.0274,2016-05-19,lowerror
36554,12166450,-0.0398,2016-05-19,lowerror
36555,10903806,-0.0243,2016-05-19,lowerror
36556,14456255,-0.0212,2016-05-19,lowerror
36557,14198998,-0.045,2016-05-19,lowerror
36558,14349437,-0.006999999999999999,2016-05-19,lowerror
36559,17287829,0.0363,2016-05-19,lowerror
36560,17191527,-0.0233,2016-05-19,lowerror
36561,14167733,0.0149,2016-05-19,lowerror
36562,14752488,0.0159,2016-05-19,lowerror
36563,12699769,-0.0954,2016-05-19,higherror
36564,14674671,0.0149,2016-05-19,lowerror
36565,12700202,-0.2144,2016-05-19,higherror
36566,14410777,0.0188,2016-05-19,lowerror
36567,10872300,-0.0192,2016-05-19,lowerror
36568,14686922,-0.0492,2016-05-19,lowerror
36569,14626823,0.0843,2016-05-19,higherror
36570,11528519,0.0305,2016-05-19,lowerror
36571,14711509,0.0109,2016-05-19,lowerror
36572,12828514,0.0266,2016-05-19,lowerror
36573,14129368,-0.0182,2016-05-19,lowerror
36574,17095931,0.1133,2016-05-19,higherror
36575,12085273,0.0516,2016-05-19,lowerror
36576,11889273,0.0889,2016-05-19,higherror
36577,11567099,0.0188,2016-05-19,lowerror
36578,10946358,0.1213,2016-05-19,higherror
36579,12013674,0.0797,2016-05-19,higherror
36580,11760925,0.3859,2016-05-19,higherror
36581,11699550,-0.0629,2016-05-19,lowerror
36582,12520091,0.008,2016-05-19,lowerror
36583,10946852,-0.0325,2016-05-19,lowerror
36584,12548180,0.0788,2016-05-19,higherror
36585,14733014,-0.003,2016-05-19,lowerror
36586,14054842,0.0695,2016-05-19,higherror
36587,11688496,-0.0877,2016-05-19,higherror
36588,11804567,-0.046,2016-05-19,lowerror
36589,13073141,-0.001,2016-05-19,lowerror
36590,11822178,0.0198,2016-05-19,lowerror
36591,14675088,0.1035,2016-05-19,higherror
36592,11959283,0.0611,2016-05-19,lowerror
36593,14607602,-0.0121,2016-05-19,lowerror
36594,14428548,0.0315,2016-05-19,lowerror
36595,12819179,0.0129,2016-05-19,lowerror
36596,11291347,0.001,2016-05-19,lowerror
36597,13972386,-0.0161,2016-05-19,lowerror
36598,17214459,-0.0845,2016-05-19,higherror
36599,11912169,0.0573,2016-05-19,lowerror
36600,11327278,-0.0481,2016-05-19,lowerror
36601,11056210,-0.0694,2016-05-19,higherror
36602,12162950,-0.2083,2016-05-19,higherror
36603,12011153,-0.264,2016-05-19,higherror
36604,14668172,0.002,2016-05-19,lowerror
36605,11569252,-0.1912,2016-05-19,higherror
36606,12965583,0.0169,2016-05-19,lowerror
36607,14417071,0.001,2016-05-19,lowerror
36608,11309642,0.0208,2016-05-19,lowerror
36609,10989995,-0.0888,2016-05-19,higherror
36610,14287454,0.0825,2016-05-19,higherror
36611,12432741,-0.006,2016-05-19,lowerror
36612,11982981,-0.0192,2016-05-19,lowerror
36613,14287961,0.0,2016-05-19,
36614,17287982,-0.005,2016-05-19,lowerror
36615,12814974,0.063,2016-05-19,lowerror
36616,10747733,0.0109,2016-05-19,lowerror
36617,17293257,-0.1087,2016-05-19,higherror
36618,12810495,-0.0253,2016-05-19,lowerror
36619,17095752,0.0149,2016-05-19,lowerror
36620,11149717,0.0188,2016-05-19,lowerror
36621,11498426,0.0188,2016-05-19,lowerror
36622,12494653,-0.0212,2016-05-19,lowerror
36623,11359005,0.077,2016-05-19,higherror
36624,11312291,0.0227,2016-05-19,lowerror
36625,11633618,0.0564,2016-05-19,lowerror
36626,11186415,-0.0233,2016-05-19,lowerror
36627,14380259,-0.0294,2016-05-19,lowerror
36628,11913411,-0.0921,2016-05-19,higherror
36629,12516995,-0.1301,2016-05-19,higherror
36630,12900791,-0.0222,2016-05-19,lowerror
36631,12368142,0.005,2016-05-19,lowerror
36632,12703284,0.1053,2016-05-19,higherror
36633,17264831,0.0602,2016-05-19,lowerror
36634,11495123,0.0545,2016-05-19,lowerror
36635,10890312,0.0545,2016-05-19,lowerror
36636,11093690,-0.0111,2016-05-19,lowerror
36637,14286032,-0.003,2016-05-19,lowerror
36638,14671835,0.0208,2016-05-19,lowerror
36639,12494016,0.0276,2016-05-19,lowerror
36640,14175739,0.1319,2016-05-19,higherror
36641,12493735,-0.001,2016-05-19,lowerror
36642,11570374,0.0431,2016-05-19,lowerror
36643,11031007,-0.0336,2016-05-19,lowerror
36644,14101544,-0.0182,2016-05-19,lowerror
36645,12379128,-0.0608,2016-05-19,lowerror
36646,13878407,-0.1188,2016-05-19,higherror
36647,11048098,0.0139,2016-05-19,lowerror
36648,14731302,0.044000000000000004,2016-05-19,lowerror
36649,13986780,-0.0408,2016-05-19,lowerror
36650,11624893,0.006,2016-05-19,lowerror
36651,11444032,0.0149,2016-05-19,lowerror
36652,14095093,-0.002,2016-05-19,lowerror
36653,14620379,0.0592,2016-05-19,lowerror
36654,14386713,-0.1672,2016-05-19,higherror
36655,13987212,-0.0305,2016-05-19,lowerror
36656,14689868,0.0129,2016-05-19,lowerror
36657,14267163,0.0742,2016-05-19,higherror
36658,10786261,-0.0111,2016-05-19,lowerror
36659,14648478,0.0257,2016-05-19,lowerror
36660,11163747,0.0198,2016-05-19,lowerror
36661,14374049,0.006,2016-05-19,lowerror
36662,11170585,0.0296,2016-05-19,lowerror
36663,11105213,-0.0325,2016-05-19,lowerror
36664,11605985,-0.0747,2016-05-19,higherror
36665,11969924,-0.0651,2016-05-19,lowerror
36666,12877812,-0.006999999999999999,2016-05-19,lowerror
36667,17290872,0.0119,2016-05-19,lowerror
36668,12545229,0.0459,2016-05-19,lowerror
36669,17298410,0.0198,2016-05-19,lowerror
36670,12609988,0.062,2016-05-19,lowerror
36671,14142167,0.009000000000000001,2016-05-19,lowerror
36672,14379193,-0.006,2016-05-19,lowerror
36673,12601426,-0.0294,2016-05-19,lowerror
36674,10739930,0.004,2016-05-19,lowerror
36675,14044220,-0.0253,2016-05-19,lowerror
36676,11970752,-0.0683,2016-05-19,lowerror
36677,14415739,-0.0823,2016-05-19,higherror
36678,12857427,0.0198,2016-05-19,lowerror
36679,14454079,-0.0161,2016-05-19,lowerror
36680,11048297,-0.0161,2016-05-19,lowerror
36681,10722189,0.0,2016-05-19,
36682,17220539,0.0325,2016-05-19,lowerror
36683,14501553,0.0218,2016-05-19,lowerror
36684,13870321,-0.002,2016-05-19,lowerror
36685,11733454,-0.1625,2016-05-19,higherror
36686,11775095,-0.1815,2016-05-19,higherror
36687,10839320,-0.0481,2016-05-19,lowerror
36688,11774240,0.1089,2016-05-19,higherror
36689,17256181,0.0469,2016-05-19,lowerror
36690,14372840,0.0159,2016-05-19,lowerror
36691,11558776,-0.0429,2016-05-19,lowerror
36692,11166685,0.0227,2016-05-19,lowerror
36693,11108880,-0.0101,2016-05-19,lowerror
36694,14648899,0.0554,2016-05-19,lowerror
36695,13089067,0.0363,2016-05-19,lowerror
36696,12216269,-0.0233,2016-05-19,lowerror
36697,14145752,0.157,2016-05-19,higherror
36698,12216126,-0.0834,2016-05-19,higherror
36699,17267851,0.0247,2016-05-19,lowerror
36700,11973654,-0.0534,2016-05-19,lowerror
36701,14461006,0.0119,2016-05-19,lowerror
36702,14211397,0.0334,2016-05-19,lowerror
36703,17241387,0.2844,2016-05-19,higherror
36704,10742215,-0.002,2016-05-19,lowerror
36705,17285322,0.0592,2016-05-19,lowerror
36706,12543560,-0.0171,2016-05-19,lowerror
36707,13086407,0.0208,2016-05-19,lowerror
36708,11857014,0.0383,2016-05-19,lowerror
36709,17286091,0.062,2016-05-19,lowerror
36710,14733344,-0.0111,2016-05-19,lowerror
36711,14502437,-0.0101,2016-05-19,lowerror
36712,17285392,0.0218,2016-05-19,lowerror
36713,13875460,-0.1936,2016-05-19,higherror
36714,14259303,0.0198,2016-05-19,lowerror
36715,12984256,-0.0161,2016-05-19,lowerror
36716,12543174,0.0188,2016-05-19,lowerror
36717,11169441,0.0363,2016-05-19,lowerror
36718,14263796,-0.003,2016-05-19,lowerror
36719,12990518,-0.1404,2016-05-19,higherror
36720,11111442,-0.001,2016-05-19,lowerror
36721,12097161,-0.0111,2016-05-19,lowerror
36722,10932100,0.044000000000000004,2016-05-19,lowerror
36723,12613265,-0.0356,2016-05-19,lowerror
36724,17224110,0.0305,2016-05-19,lowerror
36725,11454604,0.0797,2016-05-19,higherror
36726,17238877,-0.0812,2016-05-19,higherror
36727,12834901,-0.009000000000000001,2016-05-19,lowerror
36728,14603410,0.0602,2016-05-19,lowerror
36729,10855978,0.0402,2016-05-19,lowerror
36730,11600025,-0.0998,2016-05-19,higherror
36731,14139173,-0.1427,2016-05-19,higherror
36732,11015428,-0.045,2016-05-19,lowerror
36733,11454158,0.1647,2016-05-19,higherror
36734,11894866,0.0402,2016-05-19,lowerror
36735,17158722,-0.009000000000000001,2016-05-19,lowerror
36736,11295451,0.2539,2016-05-19,higherror
36737,11666587,0.1178,2016-05-19,higherror
36738,11736569,0.062,2016-05-19,lowerror
36739,14204454,0.004,2016-05-19,lowerror
36740,12832470,0.003,2016-05-19,lowerror
36741,14656581,0.0296,2016-05-19,lowerror
36742,14040160,0.1026,2016-05-19,higherror
36743,12303756,0.1213,2016-05-19,higherror
36744,11914423,0.006,2016-05-19,lowerror
36745,12037455,0.0497,2016-05-19,lowerror
36746,10836713,0.0296,2016-05-19,lowerror
36747,12830779,0.0962,2016-05-19,higherror
36748,12546729,-0.0325,2016-05-19,lowerror
36749,11687250,0.0843,2016-05-19,higherror
36750,14751037,0.003,2016-05-19,lowerror
36751,14626599,0.0344,2016-05-19,lowerror
36752,10904354,0.0139,2016-05-19,lowerror
36753,14174643,0.01,2016-05-19,lowerror
36754,14348796,0.0208,2016-05-19,lowerror
36755,12497071,-0.0151,2016-05-19,lowerror
36756,12971331,-0.0263,2016-05-19,lowerror
36757,13009772,-0.0398,2016-05-19,lowerror
36758,12829878,-0.045,2016-05-19,lowerror
36759,17198367,0.008,2016-05-19,lowerror
36760,14724444,-0.008,2016-05-19,lowerror
36761,14503525,-0.0111,2016-05-19,lowerror
36762,12599677,-0.0356,2016-05-19,lowerror
36763,11000856,-0.0823,2016-05-19,higherror
36764,11451301,-0.0823,2016-05-19,higherror
36765,14272444,0.0497,2016-05-19,lowerror
36766,12671563,-0.1222,2016-05-19,higherror
36767,14731253,0.0109,2016-05-19,lowerror
36768,14093691,-0.0274,2016-05-19,lowerror
36769,11103380,0.0383,2016-05-19,lowerror
36770,12671690,0.0325,2016-05-19,lowerror
36771,12545516,-0.3857,2016-05-19,higherror
36772,11801051,0.1293,2016-05-19,higherror
36773,14658531,-0.0492,2016-05-19,lowerror
36774,12126790,0.01,2016-05-19,lowerror
36775,13887882,-0.4684,2016-05-19,higherror
36776,11275822,0.0,2016-05-19,
36777,14140608,-0.003,2016-05-19,lowerror
36778,11451425,-0.0101,2016-05-19,lowerror
36779,13891897,-0.6368,2016-05-19,higherror
36780,12118408,0.1275,2016-05-19,higherror
36781,17108482,0.1415,2016-05-19,higherror
36782,12611937,0.0649,2016-05-19,lowerror
36783,17053689,0.0266,2016-05-19,lowerror
36784,11112498,-0.006,2016-05-19,lowerror
36785,12221951,-0.045,2016-05-19,lowerror
36786,11322366,-0.003,2016-05-19,lowerror
36787,11051091,-0.0523,2016-05-19,lowerror
36788,14093267,-0.005,2016-05-19,lowerror
36789,14377422,0.01,2016-05-19,lowerror
36790,14371071,0.0516,2016-05-19,lowerror
36791,11159450,0.0305,2016-05-19,lowerror
36792,14049861,-0.003,2016-05-19,lowerror
36793,11286667,0.0705,2016-05-19,higherror
36794,11392607,0.0247,2016-05-19,lowerror
36795,14274642,0.0286,2016-05-19,lowerror
36796,13908057,-0.1497,2016-05-19,higherror
36797,11663924,0.1467,2016-05-19,higherror
36798,17290104,-0.1154,2016-05-19,higherror
36799,12563282,-0.0101,2016-05-19,lowerror
36800,11076835,-0.005,2016-05-19,lowerror
36801,12563924,-0.0976,2016-05-19,higherror
36802,14068187,0.003,2016-05-19,lowerror
36803,17252069,0.045,2016-05-19,lowerror
36804,14481044,0.0208,2016-05-19,lowerror
36805,11298824,-0.0192,2016-05-19,lowerror
36806,14721171,-0.006999999999999999,2016-05-19,lowerror
36807,14018625,0.006999999999999999,2016-05-19,lowerror
36808,13956445,-0.0356,2016-05-19,lowerror
36809,11298729,-0.1065,2016-05-19,higherror
36810,11592392,-0.0367,2016-05-19,lowerror
36811,14322805,0.3507,2016-05-19,higherror
36812,12457766,0.0667,2016-05-19,lowerror
36813,11847451,0.0535,2016-05-19,lowerror
36814,12947317,-0.1416,2016-05-19,higherror
36815,10846858,-0.7012,2016-05-19,higherror
36816,11946973,0.0178,2016-05-19,lowerror
36817,12077636,0.1354,2016-05-19,higherror
36818,12765712,0.0695,2016-05-19,higherror
36819,11210817,-0.0672,2016-05-19,lowerror
36820,12731973,-0.0111,2016-05-19,lowerror
36821,17153208,-0.0346,2016-05-19,lowerror
36822,13929618,0.0354,2016-05-19,lowerror
36823,11653529,-0.002,2016-05-19,lowerror
36824,12032697,-0.1267,2016-05-19,higherror
36825,12460067,-0.0932,2016-05-19,higherror
36826,14458037,0.006,2016-05-19,lowerror
36827,12646862,0.1017,2016-05-19,higherror
36828,14364308,-0.006,2016-05-19,lowerror
36829,14727195,0.001,2016-05-19,lowerror
36830,12137651,0.11599999999999999,2016-05-19,higherror
36831,12922965,-0.0704,2016-05-19,higherror
36832,14193199,-0.0111,2016-05-19,lowerror
